"event_id","sport_name","pre_play_turnover","in_play_turnover"
"2.101117213","Tennis",69.94,349.84
"2.101117214","Tennis",1355.9,343.44
"2.101117215","Tennis",334.63,145.75
"2.101117217","Tennis",26.74,26.74
"2.101117218","Tennis",71.74,399.68
"2.101117221","Tennis",119.75,1760.69
"2.101117223","Tennis",119.76,119.76
"2.101117224","Tennis",119.75,119.75
"2.101117257","Tennis",126.99,3804.77
"2.101117259","Tennis",119.75,119.75
"2.101117260","Tennis",119.69,236.33
"2.101117261","Tennis",282.84,8703.5
"2.101117263","Tennis",119.69,119.69
"2.101117264","Tennis",119.72,119.72
"2.101117266","Tennis",312.87,3127.51
"2.101117268","Tennis",119.22,3183.66
"2.101117269","Tennis",119.22,119.22
"2.101117270","Tennis",70637.41,434617.21
"2.101117271","Tennis",540.28,1084.36
"2.101117272","Tennis",5077.29,19306.69
"2.101117273","Tennis",121.51,3697.65
"2.101117274","Tennis",64.57,53.47
"2.101117275","Tennis",915.11,93.25
"2.101117276","Tennis",250.28,632.52
"2.101117278","Tennis",26.81,425.63
"2.101117279","Tennis",66.59,11055.47
"2.101117282","Tennis",379.66,2909.66
"2.101117284","Tennis",119.76,119.76
"2.101117285","Tennis",119.74,3550.88
"2.101117286","Tennis",1805.47,16130.05
"2.101117288","Tennis",119.74,996.06
"2.101117289","Tennis",119.75,119.75
"2.101117290","Tennis",160.2,10359.26
"2.101117292","Tennis",119.76,119.76
"2.101117293","Tennis",119.72,119.72
"2.101117294","Tennis",164.81,4854.65
"2.101117296","Tennis",119.71,119.71
"2.101117297","Tennis",119.69,119.69
"2.101117298","Tennis",727.4,2828
"2.101117300","Tennis",119.74,119.74
"2.101117301","Tennis",119.72,119.72
"2.101117302","Tennis",1253.12,35253.2
"2.101117304","Tennis",119.69,193.87
"2.101117305","Tennis",119.72,411.24
"2.101117306","Tennis",205.59,19295.85
"2.101117308","Tennis",119.75,119.75
"2.101117309","Tennis",119.75,1069.33
"2.101117310","Tennis",150.08,10375.8
"2.101117313","Tennis",119.74,119.74
"2.101117314","Tennis",2144.93,44027.95
"2.101117315","Tennis",20.02,360
"2.101117316","Tennis",119.85,126.87
"2.101117317","Tennis",119.78,2659.34
"2.101117322","Tennis",245.64,50246.62
"2.101117324","Tennis",119.78,123.68
"2.101117325","Tennis",119.8,1950.12
"2.101117326","Tennis",180.2,15514.42
"2.101117328","Tennis",119.76,1089.62
"2.101117329","Tennis",119.74,119.74
"2.101117330","Tennis",119.72,10958.18
"2.101117332","Tennis",119.71,2350.35
"2.101117333","Tennis",119.72,119.72
"2.101117334","Tennis",181.53,4668.33
"2.101117336","Tennis",119.75,895.73
"2.101117337","Tennis",119.72,2008.96
"2.101117338","Tennis",505.83,13525.81
"2.101117340","Tennis",119.69,119.69
"2.101117342","Tennis",125.11,10360.43
"2.101117344","Tennis",119.73,1794.91
"2.101117345","Tennis",119.73,6763.61
"2.101117346","Tennis",873.69,55728.75
"2.101117348","Tennis",119.8,198.26
"2.101117349","Tennis",119.73,127.63
"2.101117350","Tennis",212.6,8338.14
"2.101117352","Tennis",119.78,119.78
"2.101117353","Tennis",119.8,397.54
"2.101117354","Tennis",1169.42,32699.6
"2.101117356","Tennis",119.78,2823.66
"2.101117357","Tennis",119.8,119.8
"2.101117358","Tennis",267.21,31231.87
"2.101117360","Tennis",119.78,119.78
"2.101117361","Tennis",119.8,300.14
"2.101117362","Tennis",241.77,37499.85
"2.101117364","Tennis",119.8,119.8
"2.101117365","Tennis",119.8,240.96
"2.101117376","Tennis",28636.44,461516.86
"2.101117377","Tennis",551.71,313.27
"2.101117378","Tennis",119.76,11933.8
"2.101117379","Tennis",119.72,11863.28
"2.101117380","Tennis",53.49,53.49
"2.101117381","Tennis",125.73,189.11
"2.101117382","Tennis",235.57,134.97
"2.101117384","Tennis",26.82,26.82
"2.101117385","Tennis",66.58,66.58
"2.101117388","Tennis",381.97,14458.13
"2.101117390","Tennis",119.79,123.69
"2.101117391","Tennis",119.8,2716.88
"2.101117392","Tennis",188.9,6841.6
"2.101117394","Tennis",119.76,119.76
"2.101117395","Tennis",119.74,7747.84
"2.101117396","Tennis",197.27,10706.51
"2.101117398","Tennis",119.73,5181.33
"2.101117399","Tennis",119.69,1178.69
"2.101117404","Tennis",843.26,32425.22
"2.101117406","Tennis",119.69,123.69
"2.101117407","Tennis",119.73,6856.53
"2.101117408","Tennis",176.54,9820.28
"2.101117410","Tennis",119.76,119.76
"2.101117411","Tennis",119.76,3583.48
"2.101117412","Tennis",142.83,20362.05
"2.101117414","Tennis",119.72,1287.78
"2.101117415","Tennis",119.72,1069.02
"2.101117416","Tennis",241.62,28119.18
"2.101117418","Tennis",119.76,119.76
"2.101117419","Tennis",119.72,185.98
"2.101117420","Tennis",119.75,630.83
"2.101117422","Tennis",119.74,119.74
"2.101117423","Tennis",119.74,119.74
"2.101117424","Tennis",852.32,15007.94
"2.101117426","Tennis",119.73,4955.07
"2.101117427","Tennis",119.74,613.4
"2.101117428","Tennis",136.96,4561.38
"2.101117430","Tennis",119.72,2956.82
"2.101117431","Tennis",119.72,119.72
"2.101117432","Tennis",484.69,22260.67
"2.101117434","Tennis",119.22,976.72
"2.101117435","Tennis",119.22,129.22
"2.101117436","Tennis",28638.24,337035.32
"2.101117437","Tennis",108.42,50.72
"2.101117438","Tennis",119.71,3168.59
"2.101117439","Tennis",119.72,26779.02
"2.101117440","Tennis",53.47,53.47
"2.101117441","Tennis",93.23,233.23
"2.101117442","Tennis",138.89,132.93
"2.101117444","Tennis",26.81,26.81
"2.101117445","Tennis",66.57,66.57
"2.101117448","Tennis",172.83,1699.95
"2.101117450","Tennis",119.75,119.75
"2.101117451","Tennis",119.69,119.69
"2.101117452","Tennis",171782.95,117638.77
"2.101117453","Tennis",4841.54,13771.62
"2.101117454","Tennis",119.56,119.56
"2.101117455","Tennis",119.34,3003.8
"2.101117456","Tennis",53.41,103.41
"2.101117457","Tennis",577.39,536.07
"2.101117458","Tennis",4130.08,132.56
"2.101117460","Tennis",26.41,26.41
"2.101117461","Tennis",66.48,66.48
"2.101117468","Tennis",119.76,3729.44
"2.101117470","Tennis",119.69,119.69
"2.101117471","Tennis",119.76,119.76
"2.101117774","Tennis",334.77,9765.85
"2.101117776","Tennis",119.22,119.22
"2.101117777","Tennis",119.22,1295.68
"2.101117778","Tennis",594.61,39871.31
"2.101117780","Tennis",119.22,4812.72
"2.101117781","Tennis",119.22,4028.38
"2.101117852","Tennis",344.92,20788.8
"2.101117854","Tennis",119.22,2739.66
"2.101117855","Tennis",119.22,1585.46
"2.101117866","Tennis",4263.3,10672.68
"2.101117868","Tennis",119.22,9368.96
"2.101117869","Tennis",119.22,1029.42
"2.101117874","Tennis",2353.09,56716.83
"2.101117876","Tennis",119.22,3360.6
"2.101117877","Tennis",119.22,227.66
"2.101117885","Soccer",10834.61,4674.47
"2.101117886","Soccer",7549.06,22242.58
"2.101117887","Soccer",11273.37,29447.01
"2.101117888","Soccer",5128.75,5794.31
"2.101117889","Soccer",11728.78,4037.62
"2.101117891","Soccer",1526.25,549.75
"2.101117892","Soccer",420.86,1504.88
"2.101117895","Soccer",2927.04,4713.32
"2.101117896","Soccer",383.39,3.53
"2.101117897","Soccer",571.5,194.56
"2.101117898","Soccer",172.76,132.3
"2.101117908","Soccer",957.88,430.54
"2.101117909","Soccer",2822.83,325.05
"2.101117911","Soccer",4335.09,1636.55
"2.101117912","Soccer",190.5,112.18
"2.101117915","Soccer",2130.96,7075.18
"2.101117955","Soccer",941.64,5228.5
"2.101117960","Soccer",133.88,511.22
"2.101117964","Soccer",12.84,8
"2.101117972","Soccer",89.06,4
"2.101117981","Soccer",868.57,1145.33
"2.101117982","Soccer",1221.48,5219.06
"2.101117983","Soccer",6390.75,8157.01
"2.101117984","Soccer",1608.6,1299.68
"2.101117985","Soccer",309.52,187.7
"2.101117987","Soccer",417.28,518.64
"2.101117988","Soccer",410.08,26.52
"2.101117991","Soccer",67.5,618.94
"2.101117992","Soccer",8.38,3300.34
"2.101117993","Soccer",425.98,200
"2.101118002","Soccer",115.12,67.62
"2.101118004","Soccer",197.9,1918.6
"2.101118007","Soccer",1520.91,5251.83
"2.101118051","Soccer",33.26,2371.64
"2.101118077","Soccer",3043.42,4667.12
"2.101118078","Soccer",1593.54,4213.76
"2.101118079","Soccer",5093.48,6725.26
"2.101118080","Soccer",4399.96,4811.56
"2.101118081","Soccer",158.86,1592.84
"2.101118083","Soccer",370.36,964.96
"2.101118084","Soccer",142.96,453.8
"2.101118087","Soccer",342.34,289.94
"2.101118088","Soccer",18.18,2231.2
"2.101118089","Soccer",1161.76,644
"2.101118090","Soccer",75.22,399.86
"2.101118099","Soccer",48.82,4
"2.101118100","Soccer",424.78,621.06
"2.101118107","Soccer",321.58,3247.96
"2.101118146","Soccer",20.28,50
"2.101118147","Soccer",50.47,10.47
"2.101118148","Soccer",124.28,60
"2.101118151","Soccer",42.04,54.44
"2.101118152","Soccer",45.44,1327.62
"2.101118164","Soccer",247.02,39.5
"2.101118173","Soccer",3397.82,1693.34
"2.101118174","Soccer",3978.9,2204.04
"2.101118175","Soccer",6117.84,6024.82
"2.101118176","Soccer",1601.91,11244.43
"2.101118177","Soccer",483.84,3085.98
"2.101118179","Soccer",726.12,662.32
"2.101118180","Soccer",1386.79,180.41
"2.101118183","Soccer",639.12,198.46
"2.101118184","Soccer",29.04,793.16
"2.101118185","Soccer",8.08,4
"2.101118186","Soccer",466.88,238.94
"2.101118196","Soccer",762.04,0.4
"2.101118197","Soccer",1356.5,60.44
"2.101118199","Soccer",23317.92,47.34
"2.101118200","Soccer",65.2,4
"2.101118247","Soccer",4,5.18
"2.101118269","Soccer",5556.7,14790.52
"2.101118270","Soccer",3046.52,10869.94
"2.101118271","Soccer",19523.95,42750.87
"2.101118272","Soccer",1263.95,1908.97
"2.101118273","Soccer",1948.47,32.73
"2.101118275","Soccer",875.44,148.84
"2.101118276","Soccer",38.31,93.19
"2.101118279","Soccer",1092.14,1038.68
"2.101118280","Soccer",258.15,220.15
"2.101118281","Soccer",222.05,184.99
"2.101118282","Soccer",821.98,800.86
"2.101118292","Soccer",581.5,2360.26
"2.101118293","Soccer",319.14,1584.9
"2.101118295","Soccer",10748.37,12748.35
"2.101118296","Soccer",108.52,4
"2.101118339","Soccer",3794.54,479.48
"2.101118344","Soccer",60,444
"2.101118364","Tennis",785.24,16746.18
"2.101118366","Tennis",119.22,1999.02
"2.101118367","Tennis",119.22,179.22
"2.101118369","Soccer",2310.28,2432.2
"2.101118370","Soccer",1607.1,10562.64
"2.101118371","Soccer",22186.6,31607.64
"2.101118372","Soccer",1889.72,29827.9
"2.101118373","Soccer",3407.57,5733.33
"2.101118375","Soccer",231.13,279.65
"2.101118376","Soccer",40.7,30.58
"2.101118379","Soccer",153.36,187.72
"2.101118380","Soccer",338.84,1919.72
"2.101118381","Soccer",214.15,189.85
"2.101118382","Soccer",614.98,643.8
"2.101118392","Soccer",70.4,143.34
"2.101118395","Soccer",4160,218.7
"2.101118396","Soccer",81.38,19
"2.101118399","Soccer",620.3,2486.1
"2.101118439","Soccer",40.42,4573.82
"2.101118444","Soccer",84,30.24
"2.101118465","Soccer",4083.8,832.36
"2.101118466","Soccer",5328.11,11716.59
"2.101118467","Soccer",15060.96,31849.82
"2.101118468","Soccer",1600.61,5191.67
"2.101118469","Soccer",342.35,44462.05
"2.101118471","Soccer",193.68,566.36
"2.101118472","Soccer",55.54,1200.02
"2.101118475","Soccer",311.68,2446.16
"2.101118476","Soccer",34.62,20
"2.101118477","Soccer",50,50
"2.101118478","Soccer",417.84,113.14
"2.101118491","Soccer",4685.13,46208.65
"2.101118492","Soccer",126.28,51.22
"2.101118495","Soccer",5044.3,83.72
"2.101118532","Soccer",413.28,13.64
"2.101118535","Soccer",92.44,1562.88
"2.101118547","Soccer",31.88,23.7
"2.101118564","Soccer",4928.82,3540.8
"2.101118565","Soccer",7406.14,15832.26
"2.101118566","Soccer",16510.75,27071.43
"2.101118567","Soccer",9257.31,17044.37
"2.101118568","Soccer",10371.7,24598.62
"2.101118570","Soccer",72.1,359.14
"2.101118571","Soccer",1987.18,593.32
"2.101118574","Soccer",173.5,904.98
"2.101118575","Soccer",522.64,2008.06
"2.101118576","Soccer",364.68,236.04
"2.101118577","Soccer",1235.92,4513.76
"2.101118587","Soccer",224.64,586.3
"2.101118590","Soccer",5037.97,2165.45
"2.101118591","Soccer",14.32,27.1
"2.101118594","Soccer",2812.36,130.68
"2.101118634","Soccer",299.2,365.34
"2.101118641","Soccer",73.68,13.06
"2.101118659","Tennis",77997.4,610337.8
"2.101118660","Tennis",4031.18,784.66
"2.101118661","Tennis",119.22,202.7
"2.101118662","Tennis",119.22,2464.5
"2.101118663","Tennis",158.65,53.25
"2.101118664","Tennis",349.45,94.83
"2.101118665","Tennis",844.33,132.41
"2.101118667","Tennis",26.71,26.71
"2.101118668","Tennis",66.29,11578.21
"2.101118702","Tennis",585.28,34440.28
"2.101118704","Tennis",119.22,431.04
"2.101118705","Tennis",119.22,1390.5
"2.101118733","Tennis",414.46,44209.06
"2.101118735","Tennis",119.22,330.3
"2.101118736","Tennis",119.22,4453.82
"2.101118737","Tennis",1496.25,12179.07
"2.101118739","Tennis",119.22,3121.06
"2.101118740","Tennis",119.22,10595.76
"2.101118741","Tennis",405.78,13661.8
"2.101118743","Tennis",52.93,52.93
"2.101118744","Tennis",119.22,6150.16
"2.101118751","Tennis",715.88,27766.4
"2.101118753","Tennis",119.22,4882.94
"2.101118754","Tennis",119.22,5346.08
"2.101118784","Tennis",670.26,21461.58
"2.101118786","Tennis",119.22,119.22
"2.101118787","Tennis",119.22,1757.88
"2.101118813","Tennis",1309.39,5150.05
"2.101118814","Tennis",79.49,9.43
"2.101118815","Tennis",119.22,1656.42
"2.101118816","Tennis",119.22,119.22
"2.101118817","Tennis",834.32,5307.36
"2.101118819","Tennis",119.22,119.22
"2.101118820","Tennis",119.22,119.22
"2.101118824","Tennis",54894.98,1194762.58
"2.101118825","Tennis",329.32,37.12
"2.101118826","Tennis",17473.62,294331.86
"2.101118827","Tennis",91.38,897.2
"2.101118828","Tennis",35724.18,284378.1
"2.101118829","Tennis",10.82,15.62
"2.101118830","Tennis",141.36,12606.36
"2.101118832","Tennis",119.22,145.6
"2.101118833","Tennis",119.22,119.22
"2.101118834","Tennis",218.13,17246.63
"2.101118836","Tennis",119.22,119.22
"2.101118837","Tennis",119.22,1146.38
"2.101118858","Tennis",302.76,12491.64
"2.101118860","Tennis",119.22,119.22
"2.101118861","Tennis",119.22,119.22
"2.101118864","Tennis",457.77,10227.11
"2.101118866","Tennis",119.22,2014.46
"2.101118867","Tennis",119.22,119.22
"2.101118868","Tennis",190252.29,969437.51
"2.101118869","Tennis",1617.28,2090.24
"2.101118870","Tennis",143.08,31778.42
"2.101118871","Tennis",119.22,7559.36
"2.101118872","Tennis",65.87,53.25
"2.101118873","Tennis",92.83,92.83
"2.101118874","Tennis",162.57,132.41
"2.101118876","Tennis",26.71,26.71
"2.101118877","Tennis",66.28,66.28
"2.101118881","Tennis",223.1,85999.88
"2.101118883","Tennis",52.91,56.03
"2.101118884","Tennis",119.22,119.22
"2.101118885","Tennis",197.35,13485.11
"2.101118887","Tennis",119.22,364.98
"2.101118888","Tennis",119.22,8445.38
"2.101118890","Tennis",181.64,20506.88
"2.101118892","Tennis",119.22,1997.16
"2.101118893","Tennis",119.22,7559.18
"2.101118894","Tennis",216.4,64750.72
"2.101118897","Tennis",119.18,2813.48
"2.101118898","Tennis",159.84,117647.46
"2.101118900","Tennis",119.22,4942.28
"2.101118901","Tennis",172.15,7346.85
"2.101118902","Tennis",119.22,6266.9
"2.101118904","Tennis",119.22,119.22
"2.101118905","Tennis",119.22,1620.58
"2.101118906","Tennis",227.09,29965.21
"2.101118908","Tennis",119.18,781.74
"2.101118909","Tennis",119.2,2472.12
"2.101118911","Tennis",248.71,68243.89
"2.101118913","Tennis",119.22,567.84
"2.101118914","Tennis",119.22,2026.8
"2.101118915","Tennis",220.74,5116.02
"2.101118917","Tennis",119.22,163.36
"2.101118918","Tennis",119.22,2693.06
"2.101118924","Tennis",187944.31,209806.85
"2.101118925","Tennis",4656.58,1201.8
"2.101118926","Tennis",130.04,824.78
"2.101118927","Tennis",119.22,2787.44
"2.101118928","Tennis",53.25,53.25
"2.101118929","Tennis",318.26,92.82
"2.101118930","Tennis",373.04,132.08
"2.101118932","Tennis",26.52,26.52
"2.101118933","Tennis",66.29,66.29
"2.101118936","Tennis",3353.87,39568.19
"2.101118939","Tennis",514.35,33857.31
"2.101118941","Tennis",119.22,119.22
"2.101118942","Tennis",119.22,119.22
"2.101118943","Tennis",320.89,13665.01
"2.101118945","Tennis",230.31,1354.51
"2.101118947","Tennis",119.22,3545.62
"2.101118948","Tennis",119.22,2362.84
"2.101118949","Tennis",146.64,2672.64
"2.101118951","Tennis",119.22,119.22
"2.101118952","Tennis",119.22,119.22
"2.101118953","Tennis",1038.82,15070.34
"2.101118955","Tennis",119.22,119.22
"2.101118956","Tennis",119.22,119.22
"2.101118957","Tennis",439.28,4831.46
"2.101118959","Tennis",119.22,185.18
"2.101118960","Tennis",119.22,627.08
"2.101118961","Tennis",376.35,2996.71
"2.101118963","Tennis",119.22,300.48
"2.101118964","Tennis",119.22,3340.18
"2.101118965","Tennis",248.43,18623.03
"2.101118967","Tennis",119.22,119.22
"2.101118968","Tennis",119.22,4759.94
"2.101118969","Tennis",2165.55,19517.61
"2.101118971","Tennis",119.22,1288.08
"2.101118972","Tennis",119.22,119.22
"2.101118973","Tennis",1010.33,4742.97
"2.101118975","Tennis",119.22,119.22
"2.101118977","Tennis",126.5,18718.76
"2.101118979","Tennis",119.22,119.22
"2.101118980","Tennis",119.22,119.22
"2.101118981","Tennis",204.8,3755.1
"2.101118983","Tennis",119.22,119.22
"2.101118984","Tennis",158.28,158.28
"2.101118989","Tennis",367.93,23600.15
"2.101118991","Tennis",119.22,119.22
"2.101118992","Tennis",119.22,152.1
"2.101118993","Tennis",1667.65,4843.21
"2.101118995","Tennis",1288.92,2649.36
"2.101118996","Tennis",984.62,1497.44
"2.101118997","Tennis",165.44,2450.72
"2.101118999","Tennis",119.22,119.22
"2.101119000","Tennis",119.22,157.54
"2.101119006","Tennis",199230.63,1876947.29
"2.101119007","Tennis",9710.96,1339.54
"2.101119008","Tennis",2208.56,23477.9
"2.101119009","Tennis",119.22,42214.48
"2.101119010","Tennis",53.25,68.67
"2.101119012","Tennis",288.25,519.25
"2.101119014","Tennis",26.71,26.71
"2.101119015","Tennis",66.29,122.09
"2.101119374","Tennis",478.56,35390.76
"2.101119376","Tennis",119.22,148.9
"2.101119377","Tennis",119.22,148.9
"2.101119378","Tennis",1940.36,97583.6
"2.101119380","Tennis",119.22,119.22
"2.101119382","Tennis",638.66,26326.42
"2.101119384","Tennis",119.22,1109.3
"2.101119385","Tennis",119.22,119.22
"2.101119386","Tennis",823.41,41810.13
"2.101119388","Tennis",119.22,616.72
"2.101119389","Tennis",119.22,241.96
"2.101119390","Tennis",1096.82,55122.66
"2.101119392","Tennis",119.22,2017.44
"2.101119393","Tennis",119.22,5240.26
"2.101119394","Tennis",652.96,10724.98
"2.101119396","Tennis",119.22,122.34
"2.101119397","Tennis",119.22,119.22
"2.101119398","Tennis",433.8,81005.62
"2.101119400","Tennis",119.22,188.9
"2.101119401","Tennis",119.22,647.62
"2.101119452","Tennis",179.93,66389.75
"2.101119454","Tennis",119.22,2471.78
"2.101119455","Tennis",119.22,801.66
"2.101119797","Tennis",821.85,23949.49
"2.101119799","Tennis",119.22,119.22
"2.101119800","Tennis",119.22,119.22
"2.101119859","Tennis",856.24,30307.36
"2.101119861","Tennis",119.22,148.9
"2.101119862","Tennis",119.22,5866.06
"2.101119866","Tennis",1029.46,60434.46
"2.101119868","Tennis",119.23,6910.19
"2.101119869","Tennis",119.22,1156.06
"2.101119870","Tennis",2557.36,66111.66
"2.101119872","Tennis",119.22,119.22
"2.101119873","Tennis",119.22,239.7
"2.101119874","Tennis",340.07,13797.53
"2.101119876","Tennis",119.22,1825.02
"2.101119877","Tennis",119.22,3597.7
"2.101119878","Tennis",80408.38,251457.16
"2.101119879","Tennis",2219.21,2631.09
"2.101119880","Tennis",126.84,15956.5
"2.101119881","Tennis",118.99,4013.59
"2.101119882","Tennis",53.18,53.18
"2.101119884","Tennis",132.16,132.16
"2.101119886","Tennis",26.67,597.55
"2.101119887","Tennis",66.16,66.16
"2.101119888","Tennis",9.36,9.36
"2.101119890","Tennis",11412.26,90652.3
"2.101119891","Tennis",89,3776.98
"2.101119892","Tennis",119.12,2816.2
"2.101119893","Tennis",119.19,427.27
"2.101119894","Tennis",53.21,53.21
"2.101119895","Tennis",92.81,92.81
"2.101119896","Tennis",204.42,132.36
"2.101119898","Tennis",26.36,26.36
"2.101119899","Tennis",66.23,66.23
"2.101119902","Tennis",33720.24,133295.62
"2.101119903","Tennis",66.04,483.62
"2.101119904","Tennis",119.22,1378.68
"2.101119905","Tennis",119.22,119.22
"2.101119906","Tennis",214.5,53.26
"2.101119907","Tennis",479.98,92.84
"2.101119908","Tennis",595.62,132.42
"2.101119910","Tennis",26.39,26.39
"2.101119911","Tennis",66.29,66.29
"2.101119914","Tennis",760.09,27235.55
"2.101119916","Tennis",119.22,212.98
"2.101119917","Tennis",119.22,14434.22
"2.101119918","Tennis",79109.33,946915.11
"2.101119919","Tennis",4494.57,1761.91
"2.101119920","Tennis",700.71,5245.63
"2.101119921","Tennis",119.11,2935.03
"2.101119922","Tennis",53.32,53.32
"2.101119923","Tennis",1714.19,92.75
"2.101119924","Tennis",132.29,963.35
"2.101119926","Tennis",26.36,272.32
"2.101119927","Tennis",66.23,10954.91
"2.101119930","Tennis",13063.14,193517.16
"2.101119931","Tennis",8.56,6437.98
"2.101119932","Tennis",595.49,4258.03
"2.101119933","Tennis",119.09,5660.93
"2.101119934","Tennis",53.23,53.23
"2.101119935","Tennis",1632.7,92.74
"2.101119936","Tennis",693.63,132.27
"2.101119937","Tennis",486.74,628.84
"2.101119938","Tennis",26.37,26.37
"2.101119939","Tennis",66.26,66.26
"2.101119942","Tennis",3355.95,16830.85
"2.101119944","Tennis",119.22,158.8
"2.101119945","Tennis",119.22,255.6
"2.101119946","Tennis",35656.12,52810.86
"2.101119947","Tennis",101.99,28.79
"2.101119948","Tennis",125.8,519.22
"2.101119949","Tennis",119.22,1987.74
"2.101119950","Tennis",108.34,53.26
"2.101119951","Tennis",92.84,92.84
"2.101119952","Tennis",359.98,132.42
"2.101119954","Tennis",26.71,26.71
"2.101119955","Tennis",66.29,66.29
"2.101119962","Tennis",57517.01,481590.65
"2.101119963","Tennis",316.52,5503.96
"2.101119964","Tennis",119.25,25051.41
"2.101119965","Tennis",119.34,7582.36
"2.101119966","Tennis",53.27,53.27
"2.101119967","Tennis",92.99,92.99
"2.101119968","Tennis",140.55,141.35
"2.101119970","Tennis",26.75,32.03
"2.101119971","Tennis",66.36,66.36
"2.101119974","Tennis",20617.7,272653.48
"2.101119975","Tennis",1602.66,3758.9
"2.101119976","Tennis",119.58,2654.5
"2.101119977","Tennis",119.58,7933.52
"2.101119978","Tennis",53.41,53.41
"2.101119979","Tennis",93.12,93.12
"2.101119980","Tennis",234.76,132.82
"2.101119982","Tennis",26.47,26.47
"2.101119983","Tennis",66.49,66.49
"2.101119986","Tennis",1576.23,18642.79
"2.101119988","Tennis",119.22,141.12
"2.101119989","Tennis",119.22,323.62
"2.101119990","Tennis",334.03,15664.79
"2.101119992","Tennis",119.22,5378.02
"2.101119993","Tennis",119.22,4137
"2.101119994","Tennis",215.53,9899.47
"2.101119996","Tennis",119.22,2615.1
"2.101119997","Tennis",119.22,151.74
"2.101119998","Tennis",2617.66,93239.9
"2.101120000","Tennis",119.17,123.17
"2.101120001","Tennis",119.12,892.96
"2.101120003","Tennis",92.81,92.81
"2.101120004","Tennis",132.3,132.3
"2.101120006","Tennis",26.38,26.38
"2.101120007","Tennis",65.91,65.91
"2.101120010","Tennis",10730.5,50796.78
"2.101120012","Tennis",119.13,1539.63
"2.101120013","Tennis",119.16,2792.04
"2.101120014","Tennis",53.22,53.22
"2.101120015","Tennis",92.79,92.79
"2.101120016","Tennis",132.35,132.35
"2.101120018","Tennis",26.37,26.37
"2.101120019","Tennis",66.26,66.26
"2.101120022","Tennis",901.83,24608.71
"2.101120024","Tennis",119.22,1886.98
"2.101120025","Tennis",52.93,1343.09
"2.101120028","Tennis",32727.99,607905.73
"2.101120029","Tennis",398.8,138.54
"2.101120030","Tennis",119.13,135.85
"2.101120031","Tennis",119.18,7364.28
"2.101120032","Tennis",53.23,53.23
"2.101120033","Tennis",124.95,92.81
"2.101120034","Tennis",1220.51,188.37
"2.101120046","Tennis",6867.24,156278.76
"2.101120047","Tennis",537.52,687.52
"2.101120048","Tennis",366.66,279.5
"2.101120049","Tennis",119.13,38466.91
"2.101120050","Tennis",53.2,53.2
"2.101120051","Tennis",236.03,92.79
"2.101120052","Tennis",132.34,132.34
"2.101120054","Tennis",26.37,26.37
"2.101120055","Tennis",65.9,65.9
"2.101120070","Tennis",2608.32,297660.72
"2.101120072","Tennis",119.22,161.08
"2.101120073","Tennis",119.22,2371.56
"2.101120074","Tennis",53.25,53.25
"2.101120075","Tennis",92.82,92.82
"2.101120076","Tennis",132.41,132.41
"2.101120078","Tennis",26.71,26.71
"2.101120079","Tennis",66.29,714.97
"2.101120086","Tennis",6085.27,512900.87
"2.101120088","Tennis",119.22,197.34
"2.101120089","Tennis",119.22,1193.4
"2.101120091","Tennis",92.83,92.83
"2.101120092","Tennis",132.41,132.41
"2.101120094","Tennis",26.39,26.39
"2.101120095","Tennis",66.29,66.29
"2.101120098","Tennis",56136.33,976437.93
"2.101120099","Tennis",3709.68,1030.86
"2.101120100","Tennis",119.16,1276.66
"2.101120101","Tennis",119.17,14951.51
"2.101120102","Tennis",53.23,53.23
"2.101120103","Tennis",1446.53,98.75
"2.101120104","Tennis",143.19,132.35
"2.101120106","Tennis",26.7,26.7
"2.101120107","Tennis",65.66,65.66
"2.101120110","Tennis",6869.68,97208.22
"2.101120111","Tennis",103,50
"2.101120112","Tennis",119.18,3693.42
"2.101120113","Tennis",119.22,122.34
"2.101120114","Tennis",53.24,53.24
"2.101120115","Tennis",93.5,92.84
"2.101120116","Tennis",132.42,132.42
"2.101120118","Tennis",26.39,26.39
"2.101120119","Tennis",66.29,66.29
"2.101120122","Tennis",35949.17,357754.33
"2.101120124","Tennis",119.2,593.44
"2.101120134","Tennis",18515.45,42065.99
"2.101120135","Tennis",119.62,2892.4
"2.101120136","Tennis",471.51,1966.83
"2.101120137","Tennis",119.17,808.55
"2.101120138","Tennis",53.23,53.23
"2.101120139","Tennis",92.79,92.79
"2.101120140","Tennis",132.36,132.36
"2.101120142","Tennis",26.36,26.36
"2.101120143","Tennis",65.94,65.94
"2.101120158","Tennis",9781.27,105769.01
"2.101120159","Tennis",5.28,2405.22
"2.101120160","Tennis",119.17,5391.39
"2.101120161","Tennis",119.17,7178.59
"2.101120162","Tennis",53.23,53.23
"2.101120163","Tennis",92.82,92.82
"2.101120164","Tennis",132.36,132.36
"2.101120166","Tennis",26.36,26.36
"2.101120167","Tennis",66.23,66.23
"2.101120170","Tennis",31153.43,82581.41
"2.101120171","Tennis",222.08,10254.02
"2.101120172","Tennis",119.11,2922.95
"2.101120173","Tennis",119.13,22635.83
"2.101120174","Tennis",53.21,53.21
"2.101120175","Tennis",96.71,92.77
"2.101120176","Tennis",396.04,132.32
"2.101120178","Tennis",26.37,26.37
"2.101120179","Tennis",66.24,66.24
"2.101120195","Tennis",158.14,2983.48
"2.101120197","Tennis",119.08,119.08
